year,energy_kbtu,ghg_tons,dc_floor
2021,15170325.3,1156.5,Not Available
2021,30100706.1,2207,Not Available
2021,26655986.6,1914.3,Not Available
2021,66806835.6,4892.9,Not Available
2021,22169404.9,1712.8,5604
2021,35741528.5,2707.7,Not Available
2021,9429635.9,605.2,Not Available
2021,10149763.3,621.4,Not Available
2021,5125575.6,368,Not Available
2021,94859608.5,7000.6,Not Available
2021,15711636.4,1204.4,Not Available
2021,7246105.2,550.2,Not Available
2021,70447371.7,4292.6,Not Available
2021,57507693.6,4363,Not Available
2021,6562186.7,486.8,Not Available
2021,141273700.7,8577.8,Not Available
2021,45977559.3,3500.6,4738
2021,62195193.6,4665.8,2800
2021,198596674.3,14470.9,847
2021,72931051,5412.5,1800
2021,66196529.2,4836.9,1000
2021,43404381.8,3134.5,Not Available
2021,18865421.3,1451.2,Not Available
2021,41283986.3,3069.7,Not Available
2021,21879633.1,1608.4,Not Available
2021,166910623.3,12414.9,Not Available
2021,64402908.2,4743.4,Not Available
2021,189838568.9,13850.5,13124
2021,23945696.6,1836.1,5190
2021,96359498.2,6115.8,Not Available
2021,26355274.7,1990.6,1205
2021,26121915.2,1971.6,Not Available
2021,32161208.9,2445.8,3157
2021,59124564.4,4471.7,Not Available
2021,14669712.3,1123.4,Not Available
2021,11332315.2,798.6,Not Available
2021,10498617.1,742.3,Not Available
2021,11335040.8,851.5,Not Available
2021,12441393.3,913.9,Not Available
2021,10785762.9,756.7,Not Available
2021,44659366.4,3386.4,Not Available
2021,72621374.5,5294.1,Not Available
2021,10631519.9,811.3,1071
2021,33422529.5,2538.2,Not Available
2021,10678275.7,790.2,Not Available
2021,34002979,2567.4,Not Available
2021,54717631.2,4002.3,Not Available
2021,43878468.1,3173.9,1065
2021,74953749.6,1773.5,Not Available
2021,29686164.2,2255.3,5436
2021,1279689.9,83.9,Not Available
2021,8740238.3,523.9,Not Available
2021,9923983.2,599,Not Available
2021,6541742.7,495.2,Not Available
2021,5583221.7,326.4,Not Available
2021,9489577.1,655.3,Not Available
2021,6958512.6,526.3,Not Available
2021,5637544.8,368.9,Not Available
2021,5226349,338.9,Not Available
2021,6565077.5,492.8,Not Available
2021,4234068,319.8,Not Available
2021,1743920.2,135.4,Not Available
2021,9402474.5,562.4,Not Available
2021,9139354.8,688.6,Not Available
2021,3302208.1,250.8,Not Available
2021,7355914.4,558.1,Not Available
2021,25387363.3,1511.4,Not Available
2021,7178845.6,423.4,Not Available
2021,8136695.1,466.3,Not Available
2021,19668042.9,1148.5,Not Available
2021,3085872.7,223.4,Not Available
2021,10932598,839,Not Available
2021,807571.6,52.7,Not Available
2021,4118533.5,240.8,Not Available
2021,1283927.3,96,Not Available
2021,5633041.1,348.5,Not Available
2021,5867337.3,445.7,Not Available
2021,6525371.1,482.4,Not Available
2021,8549777.3,633.8,Not Available
2021,4723129.5,352,Not Available
2021,7932919.5,596.9,Not Available
2021,3815000.8,233.5,Not Available
2021,7653662.3,483.4,Not Available
2021,13464778.5,835,Not Available
2021,6431582.3,384.1,Not Available
2021,4105395.1,252.1,Not Available
2021,6304509.6,384.9,Not Available
2021,10458859.3,624.7,Not Available
2021,11678816,876.1,Not Available
2021,8113063.2,616.4,Not Available
2021,5969717.6,377,Not Available
2021,14099189.4,871.5,Not Available
2021,2730686.6,164.6,Not Available
2021,6146175.5,467.3,Not Available
2021,5570968,347,Not Available
2021,7325928.1,434.5,Not Available
2021,4921278.7,290.8,Not Available
2021,5606454.3,360.4,Not Available
2021,6190854,366.2,Not Available
2021,10723196.2,619.7,Not Available
2021,8413551.7,542.8,Not Available
2021,7120067.9,436.2,Not Available
2021,4767972.3,282.1,Not Available
2021,5875503.6,343.1,Not Available
2021,10993469.4,684.7,Not Available
2021,6001719.3,375.6,Not Available
2021,8311658.6,629.6,Not Available
2021,10509008.7,590.8,Not Available
2021,3767186.2,219.9,Not Available
2021,4140046.6,310.2,Not Available
2021,6861873.1,411.7,Not Available
2021,5985600.3,370.1,Not Available
2021,4733670.2,356,Not Available
2021,4570481.3,344.4,Not Available
2021,6960287.1,418.7,Not Available
2021,7536622.3,567.6,Not Available
2021,4030992.4,308.6,Not Available
2021,4272602.6,327.6,Not Available
2021,8241908.3,509.9,Not Available
2021,8396428.2,512.9,Not Available
2021,15684986.1,1200.4,Not Available
2021,20061918,1200.7,Not Available
2021,15660468.2,949.3,Not Available
2021,9508838.1,589.1,Not Available
2021,11095410.8,711.6,Not Available
2021,3245203.5,224.2,Not Available
2021,2533405.3,189.2,Not Available
2021,6299301.7,429.6,Not Available
2021,8878827.5,540.1,Not Available
2021,8717668.6,642.3,Not Available
2021,4227800.3,242.5,Not Available
2021,6399278,482.6,Not Available
2021,7985324.4,582.1,Not Available
2021,7074118.4,452.4,Not Available
2021,6760604.5,455.7,Not Available
2021,5790555.2,398.3,Not Available
2021,13954997.2,820.8,Not Available
2021,9561019,619,Not Available
2021,3152179.8,204.2,Not Available
2021,3005807.9,184.1,Not Available
2021,5647725.8,341,Not Available
2021,22449196.8,1633.9,Not Available
2021,9208196.8,700.2,Not Available
2021,7519811.5,458.5,Not Available
2021,8355682.9,635.9,Not Available
2021,5101423.4,383.9,Not Available
2021,11916161.1,905.3,Not Available
2021,3622892.7,256,Not Available
2021,10927324.9,635.7,Not Available
2021,7295249.7,545.9,Not Available
2021,6532013.4,492.3,Not Available
2021,6168500.6,364,Not Available
2021,14195617.9,1077.1,Not Available
2021,6559485.4,489.9,Not Available
2021,2221054,164.2,Not Available
2021,6821984.4,512.8,Not Available
2021,5836537.4,443.5,Not Available
2021,15344969,1064.5,Not Available
2021,34648327.3,2628.6,Not Available
2021,5512961.9,417.6,Not Available
2021,9655063.8,726.2,Not Available
2021,4016747.2,287.6,Not Available
2021,9149231.4,542.7,Not Available
2021,7472397.4,435.9,Not Available
2021,6683704.2,508.4,Not Available
2021,7783599.5,505.3,Not Available
2021,6101884.2,463.9,Not Available
2021,3499170.6,208.3,Not Available
2021,6672031.8,412.8,Not Available
2021,6018085,365.5,Not Available
2021,8628658.8,653.4,Not Available
2021,2866470.4,200.3,Not Available
2021,6721212,499.1,Not Available
2021,11777135.1,867.1,Not Available
2021,7727584.2,465.6,Not Available
2021,22106984.9,1286.9,Not Available
2021,1362616.3,108.3,Not Available
2021,23604600.7,1402.5,Not Available
2021,1954393.6,155.3,Not Available
2021,4633556.2,339.4,Not Available
2021,12519029.9,955.1,Not Available
2021,2757372.8,200.6,Not Available
2021,4979325,345.9,Not Available
2021,6096737.4,420.4,Not Available
2021,2566851.3,165.2,Not Available
2021,7349548.9,452.3,Not Available
2021,7886646.4,450.1,Not Available
2021,1393337.9,84.4,Not Available
2021,4819627.3,279.9,Not Available
2021,6313616.8,399.3,Not Available
2021,6331875.3,369.5,Not Available
2021,3111996.2,195.8,Not Available
2021,2793905.7,213.2,Not Available
2021,2322265.6,153.1,Not Available
2021,2483177.5,157.5,Not Available
2021,4834723.6,295.4,Not Available
2021,2874217.8,176.2,Not Available
2021,5451695.1,341.7,Not Available
2021,9993388.4,741.9,Not Available
2021,6300797.7,381.4,Not Available
2021,5536940.4,324.2,Not Available
2021,6627035.1,461.2,Not Available
2021,7474052.5,502.6,Not Available
2021,6466524,460.6,Not Available
2021,7492927.1,468.9,Not Available
2021,10623129.7,672.2,Not Available
2021,5209583,350.1,Not Available
2021,5037015.1,301.1,Not Available
2021,4676822.4,277.9,Not Available
2021,6394251,481,Not Available
2021,12238885.9,694,Not Available
2021,4737199,363.5,Not Available
2021,5600457.6,410.2,Not Available
2021,4557490.4,343.1,Not Available
2021,7303831,551.3,Not Available
2021,5473942.8,334.2,Not Available
2021,6505726.3,398.3,Not Available
2021,10208790.6,594.6,Not Available
2021,13588865.9,1033.3,Not Available
2021,8336183.1,543.5,Not Available
2021,24053699.6,1835.2,Not Available
2021,3531230.5,235.1,Not Available
2021,7885561.5,527.3,Not Available
2021,3458376.9,204,Not Available
2021,9244429.1,656.2,Not Available
2021,3957008,238.8,Not Available
2021,9122084.1,511.7,Not Available
2021,6690211,427.1,Not Available
2021,5152880.5,387.1,Not Available
2021,2887724,217,Not Available
2021,4854547,367.9,Not Available
2021,4155955.8,316,Not Available
2021,10917573.3,826.7,Not Available
2021,8998130.2,683.2,Not Available
2021,4792273.6,366.1,Not Available
2021,6059957.3,406.8,Not Available
2021,6572307.5,428.6,Not Available
2021,3126233,233.5,Not Available
2021,1648541.8,115.6,Not Available
2021,7531039.3,464.4,Not Available
2021,1520657.4,96.9,Not Available
2021,2000650.5,143.4,Not Available
2021,5467375.8,330.9,Not Available
2021,7347313.9,498.5,Not Available
2021,6576314.9,500.3,Not Available
2021,9326873.5,703.3,Not Available
2021,16026239.9,1216.7,Not Available
2021,6022201.3,383.4,Not Available
2021,5070570.6,303,Not Available
2021,8543046.4,503,Not Available
2021,6228115.8,468.5,Not Available
2021,13645979.9,1037,Not Available
2021,9398685.5,702.9,Not Available
2021,5786037.8,407.7,Not Available
2021,4050115.8,307.3,Not Available
2021,6598469.7,383.8,Not Available
2021,3536757.7,214.4,Not Available
2021,8592395.1,605.4,Not Available
2021,5851415.8,406.8,Not Available
2021,12766072.6,898.1,Not Available
2021,6340359.3,413.3,Not Available
2021,4970643.5,339,Not Available
2021,4146184.7,317.9,Not Available
2021,2146093.8,132.3,Not Available
2021,5513513.4,325,Not Available
2021,3345821.1,208.7,Not Available
2021,5385454.8,327.6,Not Available
2021,6542120.9,395,Not Available
2021,8584432.7,645.1,Not Available
2021,9432107.9,675.5,Not Available
2021,4986082.3,357.7,Not Available
2021,5952452.1,452.3,Not Available
2021,8188218.7,601.8,Not Available
2021,29706587.8,2212.7,Not Available
2021,6808391.2,515,Not Available
2021,9009624.4,552,Not Available
2021,4600065.5,314.3,Not Available
2021,2920422.4,205.9,Not Available
2021,3686810,235.5,Not Available
2021,6333148.6,393.6,Not Available
2021,8150050.7,618.6,Not Available
2021,7615480,482.4,Not Available
2021,7077868.5,530.2,Not Available
2021,6676230.3,505.1,Not Available
2021,3762728.8,249.5,Not Available
2021,2272883.1,142.1,Not Available
2021,10174664.6,740.4,Not Available
2021,3195360.7,192.6,Not Available
2021,3384220,207.5,Not Available
2021,5150980.8,319.2,Not Available
2021,4041434.5,236.1,Not Available
2021,4085091.9,259.1,Not Available
2021,2348799.2,148.3,Not Available
2021,3114952.7,190.4,Not Available
2021,8917182.8,534.3,Not Available
2021,6070149.6,351.1,Not Available
2021,5807409.7,350.6,Not Available
2021,7567349.5,457.5,Not Available
2021,8334078.3,506.5,Not Available
2021,6037158.7,458.8,Not Available
2021,3184012.9,201,Not Available
2021,7202164.9,423.9,Not Available
2021,5112250,389.3,Not Available
2021,14129650.9,1072.9,Not Available
2021,6139859.4,461.2,Not Available
2021,7279692.6,552,Not Available
2021,7346713.7,561.9,Not Available
2021,4718252.2,290.7,Not Available
2021,6527059.5,502.6,Not Available
2021,12542910.7,777,Not Available
2021,24801356,1480.2,Not Available
2021,37780011,2823.5,Not Available
2021,5789747.2,334.9,Not Available
2021,3641368.3,279.6,Not Available
2021,5433199.8,377.8,Not Available
2021,4581736.9,311.4,Not Available
2021,11349958.6,774.9,Not Available
2021,5561691.7,412.3,Not Available
2021,8586682.3,520.6,Not Available
2021,4516783.6,270,Not Available
2021,6024604.6,458.5,Not Available
2021,2338086.8,144.2,Not Available
2021,6029305.7,457.9,Not Available
2021,7468641.2,456.1,Not Available
2021,5523405.2,297,Not Available
2021,7329075.5,456.5,Not Available
2021,21276814,1612.9,Not Available
2021,21179868.3,1608.9,Not Available
2021,2077196.5,137.9,Not Available
2021,9476674.7,655.5,Not Available
2021,5402999.6,358.9,Not Available
2021,4177184.9,282,Not Available
2021,9397959.7,627.7,Not Available
2021,6823106.2,474.6,Not Available
2021,3349417.6,229.6,Not Available
2021,2701240.9,208.2,Not Available
2021,4041828.8,234.7,Not Available
2021,6583850.4,389.2,Not Available
2021,7868657.5,599,Not Available
2021,5492959.2,357.5,Not Available
2021,6968918.3,527.1,Not Available
2021,4193781.5,312.5,Not Available
2021,9207211.4,590.5,Not Available
2021,9867694.7,614.1,Not Available
2021,5464912.2,319.3,Not Available
2021,5980846.8,445.3,Not Available
2021,7040159.1,536.4,Not Available
2021,6807768.5,501.4,Not Available
2021,7194566.4,420,Not Available
2021,6375612.7,469.8,Not Available
2021,11323970.3,858.6,Not Available
2021,6933226.5,413.5,Not Available
2021,6246067.2,379.9,Not Available
2021,7410968.1,459.9,Not Available
2021,10978654.8,723.8,Not Available
2021,10060105.3,603.6,Not Available
2021,7335309.1,457.8,Not Available
2021,7202189.6,546.7,Not Available
2021,6169088.3,410.7,Not Available
2021,5056946.6,383.5,Not Available
2021,6144322.8,365.4,Not Available
2021,5561492.7,415.7,Not Available
2021,7394755.8,560.2,Not Available
2021,6599062.6,393.1,Not Available
2021,7312932.2,553.7,Not Available
2021,5829888.7,430,Not Available
2021,3000547.4,193.1,Not Available
2021,425337.2,27.4,Not Available
2021,3175520.9,235.1,Not Available
2021,5461557,327.5,Not Available
2021,5414200.3,332.3,Not Available
2021,7865849.5,591.6,Not Available
2021,7397753.5,553.9,Not Available
2021,6460451.8,487,Not Available
2021,8243496.6,626.5,Not Available
2021,3182178.2,194.5,Not Available
2021,5884254.9,443.4,Not Available
2021,8354203.9,488,Not Available
2021,4668092.4,288.2,Not Available
2021,1670924.5,90.1,Not Available
2021,6962323.7,444.6,Not Available
2021,3851146.5,245.7,Not Available
2021,6894293.6,403,Not Available
2021,4368932.9,260,Not Available
2021,5717912,363,Not Available
2021,8126855.8,530.2,Not Available
2021,8651402.6,552.3,Not Available
2021,6355962.7,374.9,Not Available
2021,6484489.2,382.3,Not Available
2021,8021233.9,607.8,Not Available
2021,7555270.9,453.2,Not Available
2021,8372151.1,493.6,Not Available
2021,2139119.2,138.9,Not Available
2021,5039927.7,306.2,Not Available
2021,8100343.3,497.1,Not Available
2021,5458623,408.5,Not Available
2021,5475598.9,405.8,Not Available
2021,5204253.2,395.2,Not Available
2021,6382779.9,463.6,Not Available
2021,5638346.9,423.8,Not Available
2021,12228366.2,719.3,Not Available
2021,24814893.2,1447.1,Not Available
2021,5034930.3,337.5,Not Available
2021,3784746.5,263.7,Not Available
2021,2636127.9,178.5,Not Available
2021,9944543.5,589.7,Not Available
2021,2767158.3,164.8,Not Available
2021,4825147.4,368.5,Not Available
2021,9258539.2,540.5,Not Available
2021,16922761.9,1289.8,Not Available
2021,5251478.3,358.2,Not Available
2021,6787771.6,449.1,Not Available
2021,7171911.8,480.8,Not Available
2021,6265852.1,368,Not Available
2021,8345613.7,633.7,Not Available
2021,5085491.6,310.9,Not Available
2021,18933000.4,1399.8,Not Available
2021,3819329,241.7,Not Available
2021,12106206,721.9,Not Available
2021,6725372.4,488.6,Not Available
2021,6424116.6,479.1,Not Available
2021,6983373.7,533.8,Not Available
2021,3043399.4,166,Not Available
2021,5075651.4,307.1,Not Available
2021,3807563.5,268.2,Not Available
2021,8619147.6,365.9,Not Available
2021,5233279.2,310.5,Not Available
2021,3052011,195.3,Not Available
2021,8935333.2,679.4,Not Available
2021,4970319.6,295,Not Available
2021,6219526.6,469.3,Not Available
2021,4008322.2,282.9,Not Available
2021,2454332.3,186.3,Not Available
2021,13670941.9,1037,Not Available
2021,10533484.2,795.6,Not Available
2021,8052415.3,617.8,Not Available
2021,19545715.2,1531.7,Not Available
2021,9937825.5,734.5,Not Available
2021,3255283.2,204.7,Not Available
2021,7337973.2,428.8,Not Available
2021,2034415.7,129.3,Not Available
2021,6707980.5,502.2,Not Available
2021,7698262.1,557.9,Not Available
2021,7885294,515.3,Not Available
2021,9705403.9,565.9,Not Available
2021,5401600.3,306.3,Not Available
2021,8559199.6,513.1,Not Available
2021,6255146,378.8,Not Available
2021,8328828.1,627.9,Not Available
2021,5162871.6,392.8,Not Available
2021,8350329.1,508.5,Not Available
2021,21604110.3,1625.3,Not Available
2021,3758583,282.8,Not Available
2021,5473579.7,350.2,Not Available
2021,8043353.3,629.8,Not Available
2021,6867872.5,524.6,Not Available
2021,6046631.4,459.6,Not Available
2021,9055905.3,689.4,Not Available
2021,5422872.2,323.4,Not Available
2021,7247220.7,543.1,Not Available
2021,6865161.5,425.7,Not Available
2021,2775249.6,167.1,Not Available
2021,6995068.4,530.9,Not Available
2021,10853038.3,690,Not Available
2021,9104098.6,688.3,Not Available
2021,3574242.8,218.5,Not Available
2021,8764625.2,500.7,Not Available
2021,6721495.3,393.4,Not Available
2021,7555317.1,568.7,Not Available
2021,6802279.3,504.5,Not Available
2021,13722853,803,Not Available
2021,8552398.9,503.5,Not Available
2021,7839344.2,483.2,Not Available
2021,3745163.1,239.6,Not Available
2021,7993709.3,603.6,Not Available
2021,7804456.6,510.4,Not Available
2021,8048005,485.8,Not Available
2021,5902559.6,439,Not Available
2021,6712320.1,508,Not Available
2021,9982127.1,747.5,Not Available
2021,6440530.3,473.2,Not Available
2021,5987638.4,455.2,Not Available
2021,5139285.4,388.3,Not Available
2021,29734975.6,1766.1,Not Available
2021,6018267.2,358.8,Not Available
2021,12010866.5,745.8,Not Available
2021,5782833.3,351.5,Not Available
2021,6816991.8,515.3,Not Available
2021,8172559.2,494.3,Not Available
2021,4916854.2,366.3,Not Available
2021,5521509.4,413.4,Not Available
2021,19148858.1,1458.2,Not Available
2021,19238028.6,1106.7,Not Available
2021,2872247.4,184.2,Not Available
2021,17213784.3,1005.7,Not Available
2021,13794353,1042,Not Available
2021,22523523.3,1628.4,Not Available
2021,9390364,604.1,Not Available
2021,12407778.3,907.5,Not Available
2021,1559635.7,101.9,Not Available
2021,4145426.4,299.9,Not Available
2021,3687072.8,227,Not Available
2021,5163324.7,386,Not Available
2021,2683528.3,159.1,Not Available
2021,4046048,255.7,Not Available
2021,21526495.9,1634.3,Not Available
2021,3128463.1,190.9,Not Available
2021,7674164.8,497.5,Not Available
2021,5556192.4,326.3,Not Available
2021,12571991.3,881.1,Not Available
2021,6346616.1,482.7,Not Available
2021,7618493.6,581.4,Not Available
2021,8810321.5,586.3,Not Available
2021,6718463.1,510.1,Not Available
2021,12495292.4,834,Not Available
2021,6987184.1,524.1,Not Available
2021,8700282.4,658.8,Not Available
2021,3265770.6,195.9,Not Available
2021,7193543.6,545.4,Not Available
2021,4611969.8,282.8,Not Available
2021,5289965.3,316.7,Not Available
2021,3409803.1,253.1,Not Available
2021,5923126.1,364.8,Not Available
2021,5663492.6,343.9,Not Available
2021,5473324.8,412,Not Available
2021,5110749.6,308.4,Not Available
2021,4022942.3,302.8,Not Available
2021,4033878,244.5,Not Available
2021,11157446.2,631.4,Not Available
2021,5057757.3,304.5,Not Available
2021,20563115.3,1416.3,Not Available
2021,27036223.2,1904,Not Available
2021,4362893.7,283.2,Not Available
2021,5421552.3,408.3,Not Available
2021,9025995.5,572.5,Not Available
2021,10054067.9,630.7,Not Available
2021,7987444.7,495.3,Not Available
2021,19023888.8,1127.5,Not Available
2021,3525454.7,269.1,Not Available
2021,4655875,280.5,Not Available
2021,7209865.1,468.4,Not Available
2021,10099319.5,624.7,Not Available
2021,5687017.5,326.8,Not Available
2021,1730461.3,129.9,Not Available
2021,7329147.6,427.2,Not Available
2021,2029280.8,120.7,Not Available
2021,7616920.4,571.2,Not Available
2021,9715871,568,Not Available
2021,5523809.2,342.2,Not Available
2021,7977718.2,480.3,Not Available
2021,4221031.5,321.6,Not Available
2021,4582908.2,293.8,Not Available
2021,4768959,320.9,Not Available
2021,6360234.4,480.7,Not Available
2021,9245152.9,700.8,Not Available
2021,3437869.1,207.2,Not Available
2021,6348499.3,370.3,Not Available
2021,7721640.6,452.9,Not Available
2021,5492083,340.4,Not Available
2021,8487851.3,569.3,Not Available
2021,4435928.8,267.4,Not Available
2021,839495.8,51.3,Not Available
2021,2826442.8,171.4,Not Available
2021,5748516.3,436.5,Not Available
2021,4965968.9,294.5,Not Available
2021,6938153.9,405.9,Not Available
2021,8551979.3,644.6,Not Available
2021,7109630.6,531.5,Not Available
2021,8835758.8,633.2,Not Available
2021,4221911.1,264.7,Not Available
2021,6554217.9,391.3,Not Available
2021,6716107.4,406.1,Not Available
2021,10182012.2,582.1,Not Available
2021,7433896.4,465.4,Not Available
2021,7692099.9,463.9,Not Available
2021,9591098,598.7,Not Available
2021,8201062.6,535.9,Not Available
2021,14311560.7,855.3,Not Available
2021,10870796.9,819.1,Not Available
2021,4237948.5,308.3,Not Available
2021,10364713.7,653.7,Not Available
2021,5809125.8,394.7,Not Available
2021,6667300.1,417.1,Not Available
2021,4608569,298,Not Available
2021,2843151.2,193.1,Not Available
2021,9545097.1,660.3,Not Available
2021,9980916.9,753.2,Not Available
2021,2543728,184,Not Available
2021,3744910.8,224.5,Not Available
2021,2314569.7,177.4,Not Available
2021,2988500.1,180.2,Not Available
2021,6615738.5,411.7,Not Available
2021,6540947.5,479.6,Not Available
2021,5308916.6,404.2,Not Available
2021,7202296.8,549.1,Not Available
2021,5095121.6,326.1,Not Available
2021,4527230.3,341.4,Not Available
2021,6174832.7,474.6,Not Available
2021,6951966.9,525.9,Not Available
2021,6646238.3,506.3,Not Available
2021,16032803,924.7,Not Available
2021,19847706.3,1505.5,Not Available
2021,8083804.1,543.2,Not Available
2021,11668986.8,780.5,Not Available
2021,5400519.2,362.4,Not Available
2021,4504104.5,268.3,Not Available
2021,5067587.2,377.8,Not Available
2021,3282010.9,246.7,Not Available
2021,5493689.3,417.4,Not Available
2021,840908,54.3,Not Available
2021,5974516.6,345.7,Not Available
2021,7372266.8,551.2,Not Available
2021,3062788.1,187.3,Not Available
2021,5113320.1,375.6,Not Available
2021,7833630.7,587.9,Not Available
2021,6279966.2,380.8,Not Available
2021,8512921.1,647,Not Available
2021,2524537.8,162.7,Not Available
2021,4323656.6,322.2,Not Available
2021,3973378.2,241,Not Available
2021,1476330.2,111.1,Not Available
2021,9361551.3,657.6,Not Available
2021,4333774,331,Not Available
2021,6039359.5,379,Not Available
2021,4227710.5,319.2,Not Available
2021,5564582.2,218.5,Not Available
2021,4251597.5,273.8,Not Available
2021,8147366.1,490.7,Not Available
2021,3355063.2,194.8,Not Available
2021,26531475.2,1820.1,Not Available
2021,28819008.8,2099.1,Not Available
2021,8917756.5,679.2,Not Available
2021,1744081.6,119.3,Not Available
2021,775406.5,61.6,Not Available
2021,5062716.6,382.1,Not Available
2021,7641244.9,579.4,Not Available
2021,5185364.7,315.7,Not Available
2021,6535191.6,490.7,Not Available
2021,6338798.9,466.3,Not Available
2021,6031973,455.1,Not Available
2021,7075335.7,422.2,Not Available
2021,5865539.7,346.5,Not Available
2021,7966681.1,598.7,Not Available
2021,2266749.8,170.8,Not Available
2021,20723736.9,1261.2,Not Available
2021,7908315.4,605.3,Not Available
2021,8358894.3,613.7,Not Available
2021,6158196.2,417.7,Not Available
2021,4948219,297.1,Not Available
2021,7574302.2,576.3,Not Available
2021,1798012.9,110.4,Not Available
2021,6357173.2,386.1,Not Available
2021,2650463.4,191.1,Not Available
2021,6227400.1,366.7,Not Available
2021,8535777.3,537.2,Not Available
2021,8274080,506.1,Not Available
2021,8578359.7,637.7,Not Available
2021,7679300.9,469.9,Not Available
2021,8224638.2,484.5,Not Available
2021,3940382.1,232.6,Not Available
2021,2800039.9,167.1,Not Available
2021,3321566.3,209.3,Not Available
2021,7077548.6,540.7,Not Available
2021,9332600.7,695.9,Not Available
2021,6673851.3,378.5,Not Available
2021,5847879.1,343.1,Not Available
2021,5526135.1,347.4,Not Available
2021,3714570.8,219.4,Not Available
2021,4673760.1,284.9,Not Available
2021,7692761.6,479,Not Available
2021,7355156,450.8,Not Available
2021,6233432.3,389.4,Not Available
2021,5063980,297.2,Not Available
2021,2092404.1,129.8,Not Available
2021,12791470.4,923.1,Not Available
2021,9745297.2,726.4,Not Available
2021,4382968.8,275,Not Available
2021,13582680.2,851.1,Not Available
2021,19351402.8,1371.3,Not Available
2021,5914071.1,452.6,Not Available
2021,8328889,532.5,Not Available
2021,6097831.9,403.5,Not Available
2021,7902008.1,587,Not Available
2021,4328605.4,270.3,Not Available
2021,10056642.7,757.6,Not Available
2021,3282456,212.7,Not Available
2021,8438946.5,506.4,Not Available
2021,4868640.8,361.1,Not Available
2021,8859521.2,542.4,Not Available
2021,5457613.1,410,Not Available
2021,5538970.5,418.1,Not Available
2021,4604322.7,341.4,Not Available
2021,9002810.4,587.8,Not Available
2021,20225866.5,1491.2,Not Available
2021,17747970.6,1039.6,Not Available
2021,9208989.6,541.3,Not Available
2021,1427612.7,88.3,Not Available
2021,2865109,184.8,Not Available
2021,3983395.1,272.6,Not Available
2021,4440802.3,316.2,Not Available
2021,5268833.3,356.9,Not Available
2021,2726508,185,Not Available
2021,7699290.5,528,Not Available
2021,7582554.5,519,Not Available
2021,3449930.5,220.9,Not Available
2021,7830865.5,591.6,Not Available
2021,7691512.5,584.5,Not Available
2021,6022207.3,457.3,Not Available
2021,8373427.6,635.3,Not Available
2021,4058416.2,283.1,Not Available
2021,3663234.7,268.6,Not Available
2021,4140916.8,250.3,Not Available
2021,3641775,274.7,Not Available
2021,2355312,179.3,Not Available
2021,4330634.6,320.8,Not Available
2021,10589824.1,625.6,Not Available
2021,5593369.4,394.2,Not Available
2021,8036702.4,567,Not Available
2021,5666654.3,428.1,Not Available
2021,7421047.6,312.5,Not Available
2021,6859304.1,408.6,Not Available
2021,7998354.8,606.4,Not Available
2021,5992061,364,Not Available
2021,8192597.6,463.4,Not Available
2021,8684932.6,646.6,Not Available
2021,3807005.5,287.6,Not Available
2021,5894817.8,440.5,Not Available
2021,1786678.4,141.3,Not Available
2021,5247207.9,398.1,Not Available
2021,13487531.4,982.8,Not Available
